t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region,year
6372,2021-02-19,금,22,624,30,49483.76345190083,206.19146048602897,10203129.456492614,0,30,3,2021
6549,2021-09-05,일,13,624,10,74016.25231745161,164.88138767650497,12203902.392715748,0,30,3,2021
9377,2021-08-15,일,5,624,20,55938.87565480049,198.00560706830865,11076211.0327474,0,30,3,2021
9877,2020-10-16,금,2,624,20,38186.85954019206,132.63972908942972,5065094.70418718,0,30,3,2020
643,2021-07-10,토,2,664,10,73537.37435519282,102.18366980219392,7514318.779231347,0,72,1,2021
932,2020-12-05,토,10,664,20,66108.96628775774,198.26099555664277,13106829.471431382,0,72,1,2020
943,2021-03-27,토,22,664,30,63375.633144586114,249.6145851087019,15819482.37338716,0,72,1,2021
1877,2021-06-28,월,21,664,20,65892.27076840412,131.06869868519644,8636414.183027336,0,72,1,2021
1988,2021-12-16,목,19,664,30,89719.20018309719,227.03870880913283,20369731.3649585,0,72,1,2021
3665,2020-07-22,수,13,664,20,86748.80341760808,176.04031020527634,15271286.263572264,0,72,1,2020
6160,2020-07-19,일,23,664,20,45985.493310980535,116.3742117070412,5351525.534024776,0,72,1,2020
7508,2020-06-30,화,15,664,20,78782.82677462342,125.20813472920912,9864250.789144993,0,72,1,2020
7567,2020-01-14,화,2,664,10,61171.73147055114,174.84455087515943,10695543.91522437,0,72,1,2020
8785,2021-11-26,금,14,664,20,62817.24192991647,156.66296064109048,9841135.10004836,0,72,1,2021
645,2021-06-08,화,5,670,10,31712.346126701777,117.35970383366646,3721751.54930044,0,80,8,2021
1470,2020-12-08,화,6,670,30,53314.42556798,100.87063601231722,5377860.015673489,0,80,8,2020
3379,2021-02-10,수,12,670,10,44195.476155613454,137.52912956830755,6078165.36653841,0,80,8,2021
7405,2021-10-03,일,3,670,30,67486.63845001307,182.54660043160703,12319456.423606863,0,80,8,2021
7523,2020-12-19,토,17,670,20,70936.15896423132,173.8847151514598,12334713.795434035,0,80,8,2020
8836,2021-03-25,목,24,670,10,26287.067834497007,152.47605315034235,4008148.3522994206,0,80,8,2021
646,2021-03-29,월,20,557,30,55420.16142671109,182.89609547986973,10136131.135809544,0,80,2,2021
700,2021-06-19,토,9,557,30,71656.95931591046,219.1574065437133,15704153.364483314,0,80,2,2021
807,2021-09-26,일,15,557,10,53083.15519012045,191.21314703116008,10150197.15824639,0,80,2,2021
2421,2020-10-15,목,23,557,10,66081.47220473991,168.9133331086258,11162041.72682763,0,80,2,2020
5233,2020-11-10,화,12,557,20,60717.47552103337,214.31379213749096,13012592.42792794,0,80,2,2020
5702,2021-08-20,금,7,557,10,60582.55544020692,132.63462534255592,8035344.543106467,0,80,2,2021
9804,2021-05-28,금,17,557,20,51881.806956624416,164.43070723843624,8530962.210685775,0,80,2,2021
649,2021-08-24,화,17,246,10,38464.4287849074,165.4617589640699,6364392.04429898,1,25,4,2021
1459,2020-02-07,금,13,246,30,39813.60546239614,120.64602895033396,4803353.397233419,1,25,4,2020
4299,2020-11-09,월,1,246,30,65801.68668256348,155.99618052488825,10264811.794575308,1,25,4,2020
4801,2020-03-22,일,23,246,10,56009.12683814733,84.39047646658973,4726636.900348911,1,25,4,2020
5354,2020-04-24,금,5,246,30,53766.847595931176,256.89020594910653,13812176.552152984,1,25,4,2020
6278,2020-09-28,월,22,246,20,49716.11210104346,133.60531981590114,6642337.057263104,1,25,4,2020
650,2020-05-10,일,19,760,30,51400.99142656093,242.78336009253468,12479305.41062803,0,11,7,2020
786,2020-07-05,일,7,760,10,70593.10132030147,175.80932763014346,12410925.678448794,0,11,7,2020
2256,2020-02-20,목,8,760,10,50974.37865634569,198.5999481814054,10123508.959729591,0,11,7,2020
2549,2020-05-19,화,19,760,10,36697.46795810937,153.01417830040185,5615232.905315432,0,11,7,2020
3900,2020-07-19,일,16,760,20,66288.54037418646,183.15751840640695,12141244.553718908,0,11,7,2020
3958,2020-12-01,화,10,760,30,52824.851719460494,202.3044545073623,10686702.811537754,0,11,7,2020
7612,2020-05-11,월,13,760,20,56178.57274807643,202.91286709451464,11399355.265589954,0,11,7,2020
8155,2021-08-06,금,20,760,20,78551.36492306908,207.68147299241133,16313663.172787417,0,11,7,2021
8791,2021-09-30,목,18,760,20,55441.08816432195,158.22607253632992,8772225.637381067,0,11,7,2021
9641,2021-02-25,목,22,760,20,59837.68789542952,153.37933233487303,9177864.617863491,0,11,7,2021
652,2020-12-21,월,20,430,30,38998.94764017152,105.19111201811457,4102342.669805867,0,53,2,2020
2662,2021-09-25,토,8,430,10,52614.87857554617,196.79821154921092,10354514.004546382,0,53,2,2021
3510,2021-12-15,수,24,430,30,64384.7207323579,220.9897252563824,14228361.74535268,0,53,2,2021
5649,2021-11-13,토,11,430,10,33655.50336476967,244.0755512298184,8214485.535673166,0,53,2,2021
6366,2021-06-20,일,16,430,10,58583.78438768925,187.36464202184783,10976529.790084513,0,53,2,2021
8613,2021-07-28,수,14,430,20,57163.58850919878,141.00061775775535,8060101.293047153,0,53,2,2021
8927,2021-05-11,화,14,430,10,56318.97685538999,100.73838377649976,5673482.704358084,0,53,2,2021
654,2020-05-15,금,21,767,10,70454.66587916901,219.2283601591066,15445660.866247982,0,80,7,2020
1890,2020-07-09,목,15,767,20,60480.04828638538,96.44743689018746,5833145.640216645,0,80,7,2020
2950,2020-01-27,월,14,767,10,76713.11328585121,159.42572549429482,12230043.740522856,0,80,7,2020
3090,2021-04-10,토,7,767,20,41629.632016478296,164.45721562476888,6846293.368913753,0,80,7,2021
3693,2021-03-30,화,9,767,10,57662.28355369048,171.15672702101742,9869287.725607503,0,80,7,2021
4221,2020-08-08,토,2,767,20,56931.87684034894,175.71060314658342,10003534.417884717,0,80,7,2020
5836,2021-03-25,목,22,767,10,40555.62130082059,180.13846054279836,7305627.187486542,0,80,7,2021
8172,2020-12-27,일,7,767,30,69306.86020297048,69.6632386166398,4828140.340089629,0,80,7,2020
8716,2021-11-30,화,1,767,10,88730.01999276591,174.79571166768906,15509626.990923796,0,80,7,2021
9267,2021-08-27,금,20,767,30,55491.5415283513,77.70116659837983,4311757.513095337,0,80,7,2021
656,2021-01-29,금,12,30,20,62901.34696664464,205.84035759399063,12947635.75275781,1,36,8,2021
1746,2020-05-02,토,17,30,30,56932.61053509244,150.14467466212253,8548128.286456784,1,36,8,2020
2272,2020-05-16,토,14,30,20,45604.10226695146,80.83949104617078,3686612.416877879,1,36,8,2020
2498,2020-02-15,토,12,30,30,29888.52954236814,138.93584506308224,4152588.109661816,1,36,8,2020
3696,2021-12-15,수,19,30,10,45714.97652531751,149.49786916792752,6834291.579596794,1,36,8,2021
6687,2020-06-03,수,4,30,20,35975.068431355285,225.6761264530128,8118714.092470323,1,36,8,2020
7657,2021-01-20,수,19,30,20,79921.45142276346,182.66898289812747,14599170.243138304,1,36,8,2021
9039,2020-02-07,금,24,30,30,54099.030209594624,189.06372122921212,10228163.966317523,1,36,8,2020
661,2021-03-13,토,13,100,30,50822.851091792734,225.26607049996304,11448663.957052909,1,21,7,2021
2571,2020-09-27,일,3,100,10,68353.83879678705,170.00204627477274,11620292.466189748,1,21,7,2020
2884,2021-10-21,목,7,100,30,39810.46915672085,206.7908639433222,8232441.310907286,1,21,7,2021
2996,2021-07-25,일,9,100,30,44847.83941390124,203.7482396533993,9137668.332840716,1,21,7,2021
4389,2020-11-15,일,8,100,20,56699.16829386205,118.5037560353188,6719064.40690131,1,21,7,2020
4922,2021-01-02,토,6,100,30,70335.57709473389,237.8888740592432,16732051.24137334,1,21,7,2021
5013,2021-11-01,월,15,100,10,62853.99420015051,112.71362918513702,7084501.795080517,1,21,7,2021
8678,2020-11-18,수,15,100,30,59257.73002376949,213.8506350198357,12672303.195417086,1,21,7,2020
9753,2021-01-23,토,14,100,30,56841.75656093688,108.52691260744156,6168860.346742263,1,21,7,2021
669,2020-11-03,화,17,929,30,61413.99488450398,200.17357662039345,12293459.010577708,0,37,1,2020
971,2020-04-10,금,13,929,20,58595.25070645217,254.71561762681551,14925125.473692063,0,37,1,2020
1773,2020-09-15,화,1,929,20,41113.204546632725,164.94731820810892,6781512.832908499,0,37,1,2020
3275,2020-01-14,화,7,929,20,56386.99257686507,163.0706540664544,9195063.760349697,0,37,1,2020
3430,2021-10-25,월,6,929,10,40492.68147032768,200.5717448163382,8121687.774795828,0,37,1,2021
4628,2020-04-10,금,22,929,20,56883.83990357777,159.9106126130808,9096329.686765531,0,37,1,2020
4980,2020-09-30,수,22,929,10,48910.47396588612,252.8277399578287,12365924.593061209,0,37,1,2020
6792,2020-04-16,목,15,929,20,91777.65231525064,182.47665289351883,16747278.804912044,0,37,1,2020
7269,2021-01-13,수,19,929,10,55166.6582069728,160.30980774948466,8843756.371341338,0,37,1,2021
7333,2021-05-21,금,17,929,30,35800.745713707875,150.7866970787057,5398276.199124642,0,37,1,2021
7499,2020-06-03,수,15,929,10,53828.337745995486,133.79850757235965,7202151.25551511,0,37,1,2020
7524,2020-07-12,일,1,929,10,63104.85984698567,147.00241396162872,9276566.73021715,0,37,1,2020
8190,2021-06-03,목,9,929,30,79485.14543485029,158.99008609840917,12637350.11623142,0,37,1,2021
9917,2020-02-03,월,10,929,10,47366.0718246679,153.06439595945088,7250059.172814758,0,37,1,2020
670,2021-04-10,토,18,106,30,33271.487607862575,145.68630910119757,4847200.227895731,1,56,9,2021
706,2021-02-05,금,6,106,20,67327.35290654945,264.9660113790647,17839460.156359088,1,56,9,2021
890,2021-01-20,수,24,106,20,36136.310964279255,129.59555185560416,4683105.161441489,1,56,9,2021
1166,2021-09-18,토,8,106,30,49542.01345624356,180.5055573676021,8942608.75203249,1,56,9,2021
1846,2021-11-21,일,2,106,10,52076.190568560894,199.79649674079107,10404640.43920429,1,56,9,2021
2971,2020-12-06,일,14,106,30,54744.53320086116,201.4226620071841,11026789.607658124,1,56,9,2020
4606,2020-12-08,화,12,106,10,65515.13152213855,171.6260581301062,11244103.771020103,1,56,9,2020
4883,2021-03-30,화,16,106,10,46029.22678326817,163.7478693265989,7537187.812510982,1,56,9,2021
6937,2021-01-03,일,22,106,20,51847.5380476086,193.6974112652744,10042733.900299603,1,56,9,2021
7316,2021-10-18,월,14,106,30,55530.373155802416,185.69244385814363,10311570.699655604,1,56,9,2021
9011,2021-10-13,수,15,106,10,57856.36763405309,162.95802943906745,9428159.660147533,1,56,9,2021
671,2021-07-18,일,23,390,20,57121.518079500725,106.58844367013776,6088493.712169618,0,14,2,2021
758,2021-07-27,화,9,390,30,61921.72353235667,153.91736191503185,9530828.331332289,0,14,2,2021
2643,2021-02-06,토,7,390,10,67710.63422285611,124.55723303905644,8433849.246118598,0,14,2,2021
4751,2020-04-07,화,18,390,30,61306.093576888685,145.2976129304366,8907629.054811897,0,14,2,2020
7061,2021-07-05,월,13,390,20,62171.25559457744,175.59900951863884,10917210.902937932,0,14,2,2021
7696,2021-08-11,수,10,390,30,33274.39470194577,189.68201641757855,6311554.282139467,0,14,2,2021
8561,2021-12-01,수,20,390,30,56445.877274011465,251.1912360271068,14178709.681093318,0,14,2,2021
8898,2020-07-18,토,13,390,20,62539.20035254874,150.9112607271295,9437869.570069673,0,14,2,2020
8991,2020-05-01,금,13,390,10,66079.73410768088,207.6750805212633,13723114.101636298,0,14,2,2020
9646,2021-03-02,화,24,390,10,45905.50236039801,187.3987076966836,8602631.818505645,0,14,2,2021
675,2020-05-02,토,14,277,20,46378.335474486375,230.23174677735236,10677765.188917045,1,49,5,2020
1199,2020-06-27,토,2,277,20,47583.9786711925,199.0916262704219,9473571.698064784,1,49,5,2020
1207,2021-11-04,목,18,277,30,63346.94566886246,130.5306458740457,8268717.732304699,1,49,5,2021
1662,2020-02-03,월,15,277,10,70408.13921147988,99.61568658865338,7013755.128981056,1,49,5,2020
1810,2020-03-30,월,17,277,30,49949.3233793581,187.62807964347428,9371895.625159854,1,49,5,2020
2846,2021-03-02,화,4,277,10,68620.81195992841,151.298706786351,10382240.108166536,1,49,5,2021
3629,2020-01-26,일,1,277,20,57485.639036922745,131.7492938720215,7573692.350896485,1,49,5,2020
4021,2021-05-24,월,20,277,20,53968.782214205145,119.32109135706273,6439613.993010594,1,49,5,2021
4380,2020-12-09,수,5,277,10,52732.48143486508,181.12608975279915,9551228.165259188,1,49,5,2020
4848,2020-03-26,목,20,277,20,66330.54964246046,239.3911802259012,15878948.56394134,1,49,5,2020
5051,2020-03-21,토,14,277,30,60354.27695997396,156.48081648708035,9444286.537184106,1,49,5,2020
5530,2020-01-28,화,16,277,10,88036.65899664107,199.6991223983842,17580843.540515035,1,49,5,2020
6009,2021-02-24,수,10,277,20,43636.20614993418,169.73718106034303,7406686.624057832,1,49,5,2021
6491,2020-08-29,토,5,277,20,63087.017004262925,118.37774535399596,7468098.834073849,1,49,5,2020
6510,2020-05-17,일,12,277,20,48221.29758700359,205.9525529773157,9931299.34592226,1,49,5,2020
8416,2021-11-02,화,8,277,10,43394.0182748262,126.80082536650823,5502397.333217304,1,49,5,2021
8876,2021-04-13,화,20,277,30,55578.67939269844,175.09729328361334,9731676.325939236,1,49,5,2021
677,2021-03-13,토,18,982,10,57682.55175476503,159.3860810324048,9193795.868140863,0,33,4,2021
2022,2020-03-16,월,4,982,10,97154.33521608426,212.7997851904758,20674421.66430621,0,33,4,2020
2613,2021-08-29,일,20,982,30,53119.11141043974,128.38173927961105,6819523.911859687,0,33,4,2021
2681,2021-12-24,금,16,982,30,39690.84497223191,191.07225320924343,7583819.180623122,0,33,4,2021
3351,2020-06-17,수,3,982,30,59608.12425758075,137.8285998922491,8215704.308625564,0,33,4,2020
6166,2021-04-03,토,10,982,30,26284.886363172427,152.04915573556394,3996594.780125605,0,33,4,2021
6723,2021-01-01,금,20,982,30,54427.66936947549,16.888150099448424,919182.6498748536,0,33,4,2021
7640,2021-06-09,수,2,982,30,55960.39821734476,264.67429664862823,14811279.038352871,0,33,4,2021
7849,2021-07-08,목,7,982,10,67011.71973180663,197.98096078191,13267044.656151151,0,33,4,2021
8984,2020-05-19,화,9,982,10,69552.8081932368,140.96307697710924,9804377.855317352,0,33,4,2020
678,2020-09-23,수,5,965,20,48585.11700725501,125.5044767352561,6097649.687116732,0,69,3,2020
1914,2020-06-21,일,13,965,30,53595.071551072615,152.71786478333257,8184924.890189742,0,69,3,2020
2344,2021-03-12,금,18,965,10,44858.38871589516,205.1767502940604,9203898.42015512,0,69,3,2021
2558,2020-10-30,금,17,965,30,39720.882571323695,92.30237918173084,3666331.964531323,0,69,3,2020
2652,2020-09-19,토,17,965,10,60131.66736385773,168.0361221200074,10104292.20043286,0,69,3,2020
4410,2020-07-10,금,14,965,10,37655.286855810205,250.7667776664154,9442694.946936052,0,69,3,2020
5213,2021-02-11,목,23,965,20,49847.59583027295,125.10252568344188,6236060.137614552,0,69,3,2021
6001,2021-09-30,목,18,965,20,41607.14195299705,177.63942004325978,7391068.566187979,0,69,3,2021
6933,2020-09-18,금,8,965,10,63535.29378086792,269.4857455498993,17121856.013269074,0,69,3,2020
7888,2020-05-21,목,21,965,10,81302.9536745449,201.5110778971346,16383445.831178345,0,69,3,2020
8582,2020-11-14,토,12,965,30,37257.81215703319,179.60961221186952,6691861.19338741,0,69,3,2020
8951,2021-06-13,일,1,965,20,29430.64719332723,196.08078299141152,5770784.345611591,0,69,3,2021
9263,2021-03-24,수,12,965,30,53960.24990969022,156.8185793949277,8461969.734632896,0,69,3,2021
682,2021-02-13,토,18,413,20,55955.74978098557,230.38895166697372,12891586.531780764,0,64,4,2021
2042,2020-02-14,금,6,413,20,58836.6445193787,156.88500321612187,9230587.164648546,0,64,4,2020
2733,2021-12-18,토,14,413,10,49397.72744211346,89.39950486920596,4416132.374988931,0,64,4,2021
3434,2020-04-09,목,6,413,30,52884.998111740686,157.2322802462625,8315228.843928274,0,64,4,2020
3573,2020-06-22,월,14,413,30,60949.48039650652,132.3367857669098,8065858.329836952,0,64,4,2020
7239,2020-09-15,화,12,413,20,70501.10951384094,161.99604559181188,11420900.9510775,0,64,4,2020
7748,2020-08-25,화,20,413,30,27982.3996067324,162.95261172801557,4559805.0983340405,0,64,4,2020
683,2021-01-16,토,15,963,10,50496.09695269649,225.967015857448,11410452.3408492,0,32,4,2021
1352,2020-09-30,수,24,963,30,58767.79492914975,204.24281752808932,12002900.016242506,0,32,4,2020
1634,2020-11-11,수,5,963,20,42702.910772611016,185.55156908233343,7923592.098240854,0,32,4,2020
6493,2021-06-10,목,18,963,30,80305.65615572926,174.03420721193447,13975931.203696547,0,32,4,2021
7514,2021-03-25,목,14,963,10,46713.73797754706,128.3511508866702,5995762.031636519,0,32,4,2021
9080,2020-12-21,월,1,963,10,55146.81028371,79.79516121613067,4400448.617144012,0,32,4,2020
9603,2021-01-29,금,6,963,30,63625.27012162608,179.0573981260901,11392575.323048027,0,32,4,2021
684,2020-12-13,일,1,286,10,47340.06236398829,208.5410350861637,9872345.60642966,1,53,6,2020
740,2021-07-09,금,9,286,10,29522.135574416665,169.47467500285563,5003254.331864507,1,53,6,2021
1497,2021-12-17,금,12,286,20,49648.48362042928,151.0216730127832,7497997.058904993,1,53,6,2021
1559,2020-10-16,금,17,286,10,70345.10947669722,194.25788293901792,13665092.04205665,1,53,6,2020
3169,2020-01-06,월,6,286,20,50950.94324440073,170.5563490713757,8690006.861507863,1,53,6,2020
3954,2021-11-22,월,5,286,20,43718.39594249931,247.093760099678,10802542.83895866,1,53,6,2021
4252,2020-11-23,월,19,286,10,68872.19137489595,227.49445932802425,15668041.939568168,1,53,6,2020
4498,2020-12-26,토,10,286,30,51037.81558059288,215.6738430192836,11007521.825575937,1,53,6,2020
5628,2020-11-15,일,4,286,10,48491.5596712922,206.9442848947584,10035051.139607068,1,53,6,2020
5681,2020-10-28,수,10,286,10,57854.35392043426,118.343768998194,6846702.295899631,1,53,6,2020
5866,2021-09-09,목,10,286,10,66673.1834321152,202.84543088448905,13524350.621727984,1,53,6,2021
6966,2020-11-20,금,5,286,10,89539.66555544586,190.44302300998515,17052204.58768215,1,53,6,2020
7128,2020-02-29,토,23,286,10,67474.9607041303,200.39802793078425,13521849.05981487,1,53,6,2020
7226,2020-04-06,월,8,286,10,72196.03665006939,195.47391953026735,14112442.258539898,1,53,6,2020
8818,2020-03-21,토,20,286,20,48551.0992522836,193.74998126674947,9406774.57061004,1,53,6,2020
685,2021-03-18,목,9,822,30,41171.46031284332,291.0120619479545,11981391.559048912,0,32,7,2021
1023,2020-03-19,목,19,822,20,56617.680010251,170.8655369378751,9674010.295128338,0,32,7,2020
3467,2020-08-09,일,11,822,10,57254.13165727445,214.6713857059173,12290823.780256134,0,32,7,2020
4147,2020-12-09,수,11,822,20,40424.20704045207,153.78471053084797,6216624.978154988,0,32,7,2020
5173,2020-06-06,토,20,822,20,53244.74913617813,208.3679953366401,11094501.639707737,0,32,7,2020
8570,2021-06-21,월,11,822,10,61400.96092278123,214.8004211444308,13188952.264886145,0,32,7,2021
9054,2021-05-18,화,14,822,20,60848.45940739816,189.9281859742946,11556837.514577636,0,32,7,2021
9551,2020-07-10,금,5,822,10,62890.9392172796,246.3800222540088,15495071.00392886,0,32,7,2020
688,2020-05-30,토,7,205,10,59862.96873697327,135.90427422441002,8135633.319116899,0,23,10,2020
933,2021-03-03,수,16,205,30,48536.30226772162,153.08248603622653,7430057.814148565,0,23,10,2021
1963,2021-08-11,수,12,205,30,48438.47567744591,183.3500604814537,8881197.445089132,0,23,10,2021
3316,2021-01-17,일,9,205,30,38714.66570517337,212.2689101464597,8217919.89592167,0,23,10,2021
3941,2021-04-17,토,5,205,10,81066.54690575859,181.92448557310277,14747989.843017936,0,23,10,2021
4701,2021-06-26,토,1,205,20,55923.84908665008,229.78878198962724,12850673.16579305,0,23,10,2021
5485,2020-07-12,일,19,205,30,52541.30100003151,145.53425340521864,7646559.013978453,0,23,10,2020
6132,2020-05-27,수,6,205,20,42549.38565028043,124.81559185619491,5310826.753057239,0,23,10,2020
6605,2021-06-12,토,9,205,20,97402.51312848392,187.4925176616053,18262242.41302701,0,23,10,2021
8225,2020-07-12,일,5,205,30,40497.800310563165,170.82250624630424,6917935.746512759,0,23,10,2020
8282,2020-04-10,금,8,205,20,49645.73846315827,197.64812124640105,9812386.93513342,0,23,10,2020
9144,2020-02-02,일,10,205,20,61635.43974469518,172.97610353185132,10661458.206509575,0,23,10,2020
690,2020-07-27,월,9,864,30,64252.52817268827,159.451004121986,10245130.13451134,0,46,8,2020
2915,2020-05-21,목,19,864,10,69330.09701133773,170.9195347231007,11849867.92348528,0,46,8,2020
3144,2020-02-24,월,13,864,30,81390.65180251592,175.4097576892852,14276714.5108523,0,46,8,2020
3315,2020-02-02,일,3,864,20,62917.4797319941,160.96691116901206,10127632.370998012,0,46,8,2020
4157,2021-06-15,화,12,864,10,40743.32225804684,165.37332245377968,6737858.569618239,0,46,8,2021
4285,2021-01-15,금,24,864,30,52085.77683042965,156.70055497863387,8161870.135821596,0,46,8,2021
4398,2020-02-15,토,23,864,10,60102.39296070889,211.22444095544915,12695094.353210457,0,46,8,2020
4475,2021-10-28,목,18,864,30,85089.9329061938,182.55577224489105,15533658.411956176,0,46,8,2021
4789,2020-02-04,화,4,864,20,35892.07302854601,271.79789137670264,9755389.766297426,0,46,8,2020
5292,2020-09-01,화,14,864,20,72802.65151703259,181.1143675179189,13185606.183134818,0,46,8,2020
7814,2020-07-20,월,10,864,20,58286.687607299726,150.3293120235742,8762197.648138355,0,46,8,2020
7845,2021-11-19,금,19,864,10,67625.34109166483,289.70587289185414,19591458.47057013,0,46,8,2021
9165,2020-02-02,일,15,864,30,54285.188013171806,192.05679028097416,10425838.96960899,0,46,8,2020
9673,2021-05-26,수,15,864,10,43775.19682972961,216.99844677758804,9499149.719434522,0,46,8,2021
696,2020-03-27,금,3,514,10,66391.0374040301,199.7784112185076,13263495.971725645,1,48,8,2020
894,2021-10-07,목,20,514,20,65022.11511105139,201.11561849682076,13076962.896530574,1,48,8,2021
975,2021-06-29,화,2,514,30,69530.59010112935,197.3362017598376,13720902.556677029,1,48,8,2021
1682,2021-03-15,월,9,514,10,55544.08083198889,126.48099497283766,7025270.608481675,1,48,8,2021
2318,2020-07-09,목,16,514,30,47218.88237322888,190.0624330446314,8974535.66950414,1,48,8,2020
4383,2021-10-20,수,15,514,20,33607.05454241427,116.84277080264124,3926741.371251174,1,48,8,2021
6103,2021-06-09,수,1,514,30,67363.35327222338,166.61799501462684,11223946.85967986,1,48,8,2021
6830,2020-06-16,화,17,514,10,61749.74134727549,142.76848709046058,8815917.150377782,1,48,8,2020
7334,2020-08-22,토,22,514,10,42024.3310006976,189.6272459398789,7968958.15012816,1,48,8,2020
8122,2020-04-26,일,4,514,30,48088.2592744062,188.6172925968395,9070277.270033354,1,48,8,2020
8437,2020-12-29,화,2,514,20,49107.62031174157,194.97795792779,9574903.527076634,1,48,8,2020
9212,2020-01-10,금,2,514,10,34683.01817789607,186.59125117355933,6471547.756288929,1,48,8,2020
697,2021-10-11,월,20,8,10,44126.50884570898,147.90791518618354,6526659.927813502,1,15,3,2021
1620,2020-12-10,목,7,8,20,39639.012711543015,162.86956939914268,6455988.931736154,1,15,3,2020
3417,2021-12-30,목,17,8,30,49878.08358720677,213.98170397142735,10672997.316819789,1,15,3,2021
4236,2021-05-13,목,7,8,10,45247.64347344317,220.3614432375288,9970836.018905088,1,15,3,2021
4330,2021-06-14,월,7,8,30,32638.74945417007,124.54715533086932,4065063.3980738455,1,15,3,2021
6237,2021-09-24,금,4,8,10,84442.16492747264,107.92750667842596,9113632.319150548,1,15,3,2021
8801,2021-03-15,월,2,8,10,73511.85827578994,142.71345839155313,10491131.5273277,1,15,3,2021
698,2021-09-06,월,14,370,10,44675.30236352744,219.3815516281268,9800937.15196637,0,54,6,2021
860,2021-09-19,일,15,370,30,59599.75926609676,226.7224421110217,13512602.970038451,0,54,6,2021
1412,2020-09-06,일,1,370,30,61658.55164913434,134.15485581117912,8271794.106015759,0,54,6,2020
1493,2021-01-22,금,8,370,30,72639.54988117682,187.4570851480837,13616798.287194235,0,54,6,2021
4332,2021-08-14,토,6,370,10,44113.41276625873,253.52656813762857,11183922.147468228,0,54,6,2021
5169,2021-01-07,목,5,370,20,71234.61215121177,192.12969451257467,13686284.271334056,0,54,6,2021
6154,2021-09-04,토,15,370,20,47955.80339011445,235.66162807059536,11301342.702347748,0,54,6,2021
7989,2021-09-17,금,10,370,10,36771.31104761726,217.3705947630371,7993001.7526372,0,54,6,2021
8063,2020-04-02,목,19,370,10,66011.5357168912,134.78275451678152,8897216.613805503,0,54,6,2020
8943,2021-05-22,토,23,370,20,74054.33133145448,165.9422716686071,12288743.968041262,0,54,6,2021
9487,2020-01-10,금,23,370,10,92466.46365138442,175.66525715414167,16243145.115454538,0,54,6,2020
701,2020-02-20,목,9,359,10,38703.68121044197,178.66686983343502,6915065.572900801,0,42,9,2020
1560,2021-03-25,목,18,359,10,65653.60006686363,213.805740085613,14037116.551580628,0,42,9,2021
1892,2020-04-17,금,20,359,20,49916.09260666773,191.8429959792836,9576052.753242502,0,42,9,2020
2068,2021-06-10,목,22,359,30,66852.15216255996,47.12969066469402,3150721.2516905065,0,42,9,2021
2433,2020-02-14,금,5,359,10,34860.3741508147,117.36284928874908,4091312.83761147,0,42,9,2020
5414,2021-10-03,일,18,359,20,37808.80908330475,79.52667847734126,3006809.003579157,0,42,9,2021
5899,2021-08-05,목,1,359,20,44719.93770751594,181.7486483287933,8127788.231688858,0,42,9,2021
8594,2020-11-24,화,11,359,20,56853.76933745389,184.5661075359162,10493278.90535869,0,42,9,2020
8617,2020-03-05,목,23,359,10,46633.23667010995,186.41509665238613,8693139.321072144,0,42,9,2020
8957,2020-01-29,수,6,359,10,65087.73981503118,132.67451629013317,8635484.396377303,0,42,9,2020
9509,2021-03-25,목,17,359,10,70308.97169665032,203.32783816352435,14295771.21858033,0,42,9,2021
704,2020-02-21,금,12,870,10,64243.50877246613,205.15005471546223,13179559.339784704,0,32,6,2020
1240,2020-01-19,일,13,870,10,78710.47346087177,119.85880455456436,9434143.254943855,0,32,6,2020
1394,2021-07-06,화,1,870,30,61635.29486597017,110.7348863243814,6825177.370552935,0,32,6,2021
1731,2020-08-17,월,2,870,30,38459.94472032461,174.15594035801757,6698027.838885506,0,32,6,2020
3402,2021-01-29,금,9,870,20,75085.09362173468,251.6813970570437,18897521.260877103,0,32,6,2021
3513,2020-07-18,토,3,870,10,47143.167011985766,247.69939408859412,11677333.904286273,0,32,6,2020
3811,2021-08-27,금,22,870,20,68655.67577950007,198.5367925439875,13630677.659201872,0,32,6,2021
4518,2021-03-05,금,5,870,20,78070.97206447064,142.57902450923817,11131283.039440207,0,32,6,2021
9473,2020-11-26,목,19,870,10,62215.29320090103,212.5300435644261,13222618.974361042,0,32,6,2020
9802,2020-03-15,일,6,870,20,34496.01717815005,154.58793123369395,5332667.931372184,0,32,6,2020
708,2020-01-21,화,13,555,20,42699.56004133076,140.95617416596716,6018766.621995989,0,27,6,2020
1079,2020-01-09,목,3,555,10,74508.35052915406,81.40494758770201,6065348.369671916,0,27,6,2020
1616,2021-07-05,월,8,555,30,53332.35408939423,178.5911062743235,9524684.117038852,0,27,6,2021
2706,2020-08-09,일,9,555,20,56862.42060554848,146.91102460818615,8353716.472862764,0,27,6,2020
3337,2021-07-01,목,6,555,20,66503.90524985867,178.33360648220986,11859881.268358463,0,27,6,2021
4489,2020-10-07,수,14,555,30,65616.74000561799,74.68210931749104,4900396.55015695,0,27,6,2020
7292,2020-03-02,월,21,555,10,59690.29635487179,181.5090274380384,10834327.638861068,0,27,6,2020
7555,2021-08-30,월,23,555,10,52771.031122009925,68.98148794765692,3640224.247328355,0,27,6,2021
