t_no,date,day,time,cusno,product,price,quantity,amount,gender,age,region
2864,2021-01-30,토,21,910,30,33651.22,40.199999999999996,1352779.044,1,80,3
4023,2020-03-08,일,4,910,20,48987.34,57.599999999999994,2821670.7839999995,1,80,3
4350,2020-08-22,토,19,910,20,39487.27,92.39999999999999,3648623.747999999,1,80,3
5502,2021-11-25,목,15,910,10,25827.87,21.0,542385.27,1,80,3
6212,2020-11-26,목,15,910,30,26355.26,32.4,853910.4239999999,1,80,3
6332,2020-05-26,화,9,910,10,31897.58,117.6,3751155.408,1,80,3
7242,2020-01-28,화,13,910,10,3887.45,2.4,9329.88,1,80,3
9914,2021-10-12,화,6,910,20,32155.23,26.7,858544.641,1,80,3
484,2021-03-08,월,20,915,30,8894.68,28.0,249051.04,0,50,5
1401,2021-12-26,일,18,915,10,34770.71,81.0,2816427.51,0,50,5
1611,2020-07-20,월,5,915,10,5185.83,8.0,41486.64,0,50,5
1671,2020-01-08,수,1,915,30,49725.57,95.0,4723929.15,0,50,5
1686,2020-01-19,일,17,915,30,47481.99,136.0,6457550.64,0,50,5
1749,2021-09-14,화,15,915,30,33248.21,41.0,1363176.6099999999,0,50,5
2350,2020-02-17,월,16,915,20,32909.26,5.0,164546.30000000002,0,50,5
3867,2020-11-14,토,12,915,10,27319.46,77.0,2103598.42,0,50,5
4125,2020-12-15,화,24,915,10,24334.16,67.0,1630388.72,0,50,5
4687,2020-07-31,금,8,915,10,17720.19,77.0,1364454.63,0,50,5
4719,2020-10-04,일,7,915,10,8755.56,76.0,665422.5599999999,0,50,5
5660,2021-12-05,일,3,915,30,39410.7,9.0,354696.3,0,50,5
6858,2020-06-01,월,14,915,20,9833.51,85.0,835848.35,0,50,5
8223,2020-12-19,토,4,915,20,14239.1,35.5,505488.05,0,50,5
9499,2020-02-01,토,16,915,10,9257.99,35.0,324029.64999999997,0,50,5
9920,2020-02-11,화,15,915,30,33963.12,42.0,1426451.04,0,50,5
485,2021-09-12,일,4,329,10,35152.35,9.0,316371.14999999997,0,32,3
2331,2021-03-21,일,11,329,30,28327.88,72.0,2039607.36,0,32,3
5572,2020-03-10,화,21,329,20,45384.41,11.0,499228.51,0,32,3
7535,2021-09-26,일,1,329,10,11434.91,28.5,325894.935,0,32,3
8076,2020-11-16,월,20,329,30,22103.2,94.0,2077700.8,0,32,3
8840,2020-05-06,수,10,329,20,29808.58,58.0,1728897.6400000001,0,32,3
490,2021-02-07,일,18,524,10,20363.11,46.8,952993.548,1,76,7
2621,2020-01-20,월,12,524,20,7205.91,58.8,423707.508,1,76,7
4438,2021-10-17,일,2,524,10,13145.12,3.0,39435.36,1,76,7
5991,2021-07-07,수,15,524,10,16773.11,51.0,855428.61,1,76,7
6069,2021-03-03,수,4,524,10,39390.11,16.2,638119.782,1,76,7
7974,2021-05-28,금,24,524,10,48521.01,18.599999999999998,902490.786,1,76,7
8032,2021-04-12,월,14,524,30,19551.31,48.0,938462.8800000001,1,76,7
8777,2021-01-25,월,15,524,20,28343.52,41.4,1173421.728,1,76,7
492,2020-05-31,일,9,287,30,27841.43,14.7,409269.021,0,12,2
1529,2020-04-15,수,13,287,10,38511.65,13.2,508353.77999999997,0,12,2
1838,2021-03-02,화,17,287,20,43710.03,9.9,432729.297,0,12,2
2724,2020-11-08,일,7,287,20,8952.22,23.099999999999998,206796.28199999998,0,12,2
3991,2020-01-03,금,11,287,10,27790.45,19.2,533576.64,0,12,2
4005,2020-11-12,목,21,287,10,18344.33,0.6,11006.598,0,12,2
4091,2020-09-29,화,24,287,10,9648.7,7.8,75259.86,0,12,2
4731,2021-07-08,목,8,287,30,4936.54,9.6,47390.784,0,12,2
5252,2021-03-09,화,22,287,20,37275.38,59.4,2214157.5719999997,0,12,2
6481,2020-08-07,금,17,287,10,18048.17,14.7,265308.099,0,12,2
7649,2020-06-27,토,4,287,20,30486.51,0.15,4572.9765,0,12,2
8053,2021-09-01,수,2,287,30,26377.61,6.75,178048.8675,0,12,2
8054,2021-02-12,금,14,287,20,17690.38,3.3,58378.254,0,12,2
9264,2020-10-04,일,3,287,30,22967.35,14.549999999999999,334174.94249999995,0,12,2
495,2021-04-18,일,23,169,20,24986.52,4.2,104943.384,0,16,2
630,2021-05-03,월,4,169,10,38869.38,6.8999999999999995,268198.72199999995,0,16,2
691,2021-04-03,토,15,169,10,47874.52,57.599999999999994,2757572.3519999995,0,16,2
1780,2021-06-28,월,6,169,30,9585.95,11.25,107841.93750000001,0,16,2
2124,2020-11-08,일,24,169,20,49847.9,15.0,747718.5,0,16,2
4102,2021-02-09,화,19,169,20,4902.12,19.8,97061.976,0,16,2
4182,2021-03-08,월,16,169,20,39924.07,14.399999999999999,574906.6079999999,0,16,2
4399,2021-05-31,월,12,169,30,33444.85,7.199999999999999,240802.91999999995,0,16,2
5129,2021-01-08,금,11,169,30,32720.32,23.7,775471.5839999999,0,16,2
5431,2020-05-12,화,20,169,20,1298.11,21.3,27649.743,0,16,2
6188,2020-09-04,금,22,169,10,49372.78,37.8,1866291.0839999998,0,16,2
8331,2021-05-31,월,12,169,30,7363.1,30.0,220893.0,0,16,2
9384,2020-11-14,토,15,169,30,11431.4,6.0,68588.4,0,16,2
9987,2021-04-28,수,3,169,10,42575.17,29.7,1264482.5489999999,0,16,2
496,2020-05-20,수,17,438,30,33144.97,4.68,155118.4596,1,10,7
3478,2021-02-19,금,1,438,30,10611.53,12.78,135615.3534,1,10,7
4074,2021-12-03,금,2,438,30,24214.12,13.68,331249.1616,1,10,7
4406,2021-01-28,목,3,438,20,28380.47,13.139999999999999,372919.3758,1,10,7
5753,2020-01-19,일,22,438,10,33066.19,18.72,618999.0768,1,10,7
8850,2020-12-24,목,23,438,20,9723.24,1.0799999999999998,10501.099199999999,1,10,7
9084,2020-03-09,월,22,438,20,25928.45,9.719999999999999,252024.53399999999,1,10,7
9548,2021-09-08,수,10,438,10,44275.74,18.0,796963.32,1,10,7
9832,2020-02-14,금,16,438,30,22169.98,26.279999999999998,582627.0743999999,1,10,7
498,2021-03-31,수,5,876,20,46457.09,9.0,418113.80999999994,0,61,4
2427,2020-05-01,금,8,876,10,26163.83,3.0,78491.49,0,61,4
2475,2021-12-28,화,15,876,30,31932.23,21.0,670576.83,0,61,4
2508,2020-06-12,금,13,876,30,8087.56,45.5,367983.98000000004,0,61,4
3632,2020-12-05,토,23,876,10,8686.99,31.0,269296.69,0,61,4
5540,2021-11-13,토,9,876,10,25884.0,19.0,491796.0,0,61,4
5880,2021-05-16,일,23,876,10,39359.7,31.0,1220150.7,0,61,4
6459,2020-11-12,목,20,876,20,11174.34,15.0,167615.1,0,61,4
6849,2020-06-22,월,4,876,10,40514.39,1.75,70900.1825,0,61,4
7166,2020-03-26,목,14,876,10,13903.2,34.0,472708.80000000005,0,61,4
8306,2021-10-12,화,9,876,20,46046.68,68.0,3131174.24,0,61,4
8342,2020-09-18,금,4,876,30,49294.7,8.75,431328.625,0,61,4
8364,2020-06-17,수,17,876,10,37010.58,15.0,555158.7000000001,0,61,4
8671,2020-03-09,월,16,876,30,45599.19,15.0,683987.8500000001,0,61,4
499,2020-01-08,수,8,156,20,29414.07,112.8,3317907.096,1,36,6
911,2021-11-02,화,10,156,30,15888.13,74.39999999999999,1182076.8719999997,1,36,6
1002,2021-08-14,토,20,156,20,6298.55,63.599999999999994,400587.77999999997,1,36,6
1675,2021-03-07,일,22,156,30,2606.77,91.2,237737.424,1,36,6
3069,2020-08-30,일,24,156,10,13709.0,67.2,921244.8,1,36,6
3133,2020-05-10,일,17,156,30,31413.14,81.6,2563312.224,1,36,6
3750,2020-11-10,화,6,156,10,22504.15,17.4,391572.21,1,36,6
3774,2021-08-24,화,7,156,20,20367.88,74.39999999999999,1515370.2719999999,1,36,6
3828,2020-02-26,수,3,156,30,39709.28,104.39999999999999,4145648.8319999995,1,36,6
5204,2020-12-29,화,2,156,20,18147.62,34.199999999999996,620648.6039999999,1,36,6
5744,2021-01-13,수,16,156,30,48475.58,6.0,290853.48,1,36,6
6516,2020-05-23,토,11,156,30,11600.51,36.0,417618.36,1,36,6
6770,2021-09-28,화,6,156,30,5096.12,10.799999999999999,55038.09599999999,1,36,6
8810,2021-12-20,월,15,156,10,27955.69,74.39999999999999,2079903.3359999997,1,36,6
9431,2021-04-07,수,17,156,20,21785.8,26.4,575145.12,1,36,6
9582,2021-07-06,화,18,156,30,33749.25,30.0,1012477.5,1,36,6
500,2020-07-11,토,7,913,20,48791.25,21.0,1024616.25,1,75,8
990,2021-10-19,화,14,913,10,26877.1,2.4,64505.03999999999,1,75,8
2381,2020-05-13,수,22,913,10,47349.0,27.599999999999998,1306832.4,1,75,8
2743,2020-08-22,토,7,913,30,26018.89,23.4,608842.026,1,75,8
4234,2021-08-27,금,16,913,10,38522.66,21.599999999999998,832089.456,1,75,8
4509,2021-04-26,월,21,913,30,25056.42,39.0,977200.3799999999,1,75,8
5986,2021-07-22,목,1,913,30,9687.65,10.799999999999999,104626.61999999998,1,75,8
6814,2020-04-10,금,22,913,30,8085.91,42.0,339608.22,1,75,8
7000,2020-05-29,금,6,913,20,6217.83,26.099999999999998,162285.36299999998,1,75,8
7887,2020-08-11,화,16,913,10,37404.96,1.7999999999999998,67328.92799999999,1,75,8
7998,2021-03-25,목,10,913,10,25856.66,45.6,1179063.696,1,75,8
8167,2020-09-26,토,16,913,30,46351.69,3.5999999999999996,166866.084,1,75,8
8363,2020-12-11,금,6,913,20,36797.22,14.399999999999999,529879.968,1,75,8
9133,2021-04-05,월,12,913,30,16587.74,9.0,149289.66,1,75,8
9457,2021-01-21,목,2,913,20,28053.72,29.099999999999998,816363.252,1,75,8
506,2021-12-12,일,9,926,30,39749.14,75.0,2981185.5,0,48,4
1461,2020-09-16,수,20,926,20,28756.75,47.0,1351567.25,0,48,4
4727,2020-01-17,금,20,926,30,10036.97,93.0,933438.21,0,48,4
7246,2021-04-14,수,16,926,30,43845.68,154.0,6752234.72,0,48,4
7914,2020-12-24,목,11,926,20,4900.26,51.0,249913.26,0,48,4
8023,2021-03-23,화,6,926,20,36207.88,7.5,271559.1,0,48,4
8591,2021-10-08,금,1,926,30,26171.66,10.5,274802.43,0,48,4
507,2020-09-14,월,20,715,30,33144.06,46.8,1551142.0079999997,1,23,5
1419,2020-05-06,수,16,715,30,26022.51,76.8,1998528.7679999997,1,23,5
1588,2020-09-21,월,18,715,10,23123.36,66.0,1526141.76,1,23,5
2285,2020-04-12,일,13,715,20,24051.17,117.6,2828417.5919999997,1,23,5
2307,2020-01-01,수,9,715,10,34250.54,1.2,41100.648,1,23,5
2848,2020-06-20,토,19,715,30,48697.78,24.0,1168746.72,1,23,5
3932,2021-05-04,화,17,715,10,7274.17,117.6,855442.392,1,23,5
5212,2020-08-10,월,13,715,30,48110.6,12.0,577327.2,1,23,5
6168,2020-01-31,금,3,715,10,39142.87,9.0,352285.83,1,23,5
6857,2020-03-24,화,2,715,20,34403.89,23.4,805051.026,1,23,5
9047,2021-11-25,목,20,715,10,44658.03,25.2,1125382.356,1,23,5
9135,2021-05-07,금,23,715,20,25573.87,58.8,1503743.5559999999,1,23,5
9282,2020-05-08,금,17,715,20,49822.69,67.2,3348084.768,1,23,5
9344,2021-11-17,수,16,715,10,18477.74,28.799999999999997,532158.912,1,23,5
508,2021-02-10,수,22,28,20,45010.48,100.8,4537056.384000001,1,75,8
1255,2020-12-27,일,9,28,30,20139.86,31.2,628363.632,1,75,8
1683,2021-07-13,화,14,28,30,7326.66,4.2,30771.972,1,75,8
1760,2020-03-28,토,20,28,10,25434.61,21.0,534126.81,1,75,8
2071,2021-09-27,월,19,28,30,31872.93,22.8,726702.804,1,75,8
3506,2020-09-10,목,14,28,10,2073.86,42.0,87102.12000000001,1,75,8
3560,2021-10-29,금,19,28,10,45000.41,4.2,189001.722,1,75,8
4645,2021-10-23,토,16,28,20,43994.42,98.39999999999999,4329050.927999999,1,75,8
5294,2020-09-26,토,17,28,10,3256.33,4.8,15630.383999999998,1,75,8
5592,2020-08-12,수,21,28,10,40306.07,96.0,3869382.7199999997,1,75,8
6215,2020-10-30,금,14,28,20,9675.85,35.4,342525.09,1,75,8
6707,2020-03-07,토,10,28,20,7731.98,21.0,162371.58,1,75,8
7206,2021-04-04,일,22,28,30,45336.55,27.599999999999998,1251288.78,1,75,8
9032,2021-10-03,일,16,28,10,7586.85,19.8,150219.63,1,75,8
509,2021-05-10,월,22,903,10,22072.04,37.199999999999996,821079.8879999999,1,17,6
591,2021-01-15,금,16,903,30,25370.01,19.2,487104.1919999999,1,17,6
618,2020-04-09,목,19,903,10,10914.05,51.6,563164.98,1,17,6
878,2020-01-27,월,12,903,30,29603.7,38.4,1136782.08,1,17,6
897,2020-11-09,월,11,903,10,33779.15,3.5999999999999996,121604.93999999999,1,17,6
2111,2021-05-08,토,11,903,10,32321.1,67.2,2171977.92,1,17,6
5625,2021-02-10,수,1,903,30,47627.14,25.8,1228780.212,1,17,6
8749,2021-01-05,화,19,903,10,10230.88,70.8,724346.3039999999,1,17,6
9204,2021-01-31,일,6,903,30,8229.19,11.4,93812.766,1,17,6
9315,2020-05-28,목,12,903,30,44175.92,25.2,1113233.184,1,17,6
514,2021-01-11,월,2,213,10,32273.45,51.6,1665310.02,1,17,6
2588,2020-03-25,수,8,213,20,20052.68,56.4,1130971.152,1,17,6
2995,2020-11-09,월,23,213,20,25552.74,52.8,1349184.672,1,17,6
3922,2021-09-25,토,12,213,30,48557.41,26.4,1281915.624,1,17,6
4291,2021-08-07,토,8,213,20,5223.47,16.8,87754.296,1,17,6
4721,2020-11-29,일,3,213,20,33536.7,42.6,1428663.42,1,17,6
7038,2021-10-03,일,3,213,20,25939.95,16.2,420227.19,1,17,6
7249,2021-06-30,수,12,213,10,22250.09,57.599999999999994,1281605.184,1,17,6
8831,2020-01-20,월,5,213,20,48574.15,102.0,4954563.3,1,17,6
516,2020-03-16,월,22,757,20,45163.37,196.79999999999998,8888151.216,1,43,9
590,2021-08-08,일,6,757,20,39650.38,93.6,3711275.5679999995,1,43,9
1676,2021-04-28,수,24,757,10,16332.77,57.599999999999994,940767.5519999999,1,43,9
2552,2021-02-26,금,9,757,10,25873.3,67.2,1738685.76,1,43,9
4289,2021-10-30,토,10,757,10,10152.15,2.4,24365.16,1,43,9
5632,2021-07-02,금,23,757,20,46128.21,73.2,3376584.972,1,43,9
6256,2020-03-02,월,3,757,20,1514.25,23.4,35433.45,1,43,9
6938,2021-03-01,월,2,757,10,37456.94,12.6,471957.444,1,43,9
7163,2021-07-05,월,13,757,10,48082.68,3.5999999999999996,173097.648,1,43,9
7345,2021-04-25,일,21,757,10,32503.26,9.6,312031.296,1,43,9
8055,2020-03-23,월,13,757,30,38909.25,82.8,3221685.9,1,43,9
8732,2021-09-17,금,13,757,20,16812.63,102.0,1714888.26,1,43,9
9180,2020-08-04,화,14,757,30,24375.3,16.8,409505.04,1,43,9
517,2020-05-25,월,1,33,10,1321.0,46.8,61822.799999999996,1,19,5
1593,2020-10-11,일,7,33,20,30799.29,78.0,2402344.62,1,19,5
3226,2020-01-25,토,10,33,10,28731.84,18.0,517173.12,1,19,5
4590,2020-05-30,토,24,33,30,30612.99,93.6,2865375.864,1,19,5
5190,2021-09-09,목,24,33,10,3634.49,69.6,252960.50399999996,1,19,5
5506,2021-10-07,목,22,33,10,5381.71,3.5999999999999996,19374.156,1,19,5
5715,2021-09-22,수,19,33,30,36168.45,199.2,7204755.239999999,1,19,5
5916,2020-11-21,토,8,33,30,34449.46,240.0,8267870.399999999,1,19,5
6288,2020-11-03,화,17,33,30,5655.79,116.39999999999999,658333.956,1,19,5
6788,2020-09-16,수,12,33,30,43953.72,14.399999999999999,632933.568,1,19,5
7493,2020-10-11,일,17,33,10,12662.49,93.6,1185209.064,1,19,5
8414,2021-02-12,금,18,33,10,29091.46,106.8,3106967.928,1,19,5
9873,2020-04-01,수,23,33,20,27927.9,115.19999999999999,3217294.08,1,19,5
9973,2021-06-24,목,19,33,20,8057.79,18.0,145040.22,1,19,5
519,2020-04-30,목,8,938,20,26526.87,29.0,769279.23,0,33,3
1880,2020-08-17,월,19,938,30,24120.08,26.0,627122.0800000001,0,33,3
3277,2021-04-27,화,12,938,20,2820.25,76.0,214339.0,0,33,3
3994,2020-07-10,금,11,938,30,45890.09,22.0,1009581.98,0,33,3
5230,2021-08-19,목,20,938,20,38046.54,35.0,1331628.9000000001,0,33,3
5675,2021-12-03,금,23,938,10,8112.01,53.0,429936.53,0,33,3
6344,2021-01-07,목,16,938,30,6485.35,87.0,564225.4500000001,0,33,3
6956,2020-04-21,화,23,938,30,45714.5,7.0,320001.5,0,33,3
7365,2020-10-19,월,6,938,20,23818.22,5.5,131000.21,0,33,3
7476,2021-10-23,토,2,938,30,8290.01,16.0,132640.16,0,33,3
8069,2021-11-29,월,23,938,30,10823.15,68.0,735974.2,0,33,3
522,2020-05-21,목,24,506,20,13431.74,37.5,503690.25,0,71,10
1066,2020-08-27,목,11,506,10,9401.43,20.5,192729.315,0,71,10
1249,2021-03-03,수,2,506,10,49638.99,3.5,173736.465,0,71,10
2516,2021-12-20,월,15,506,30,10096.53,12.0,121158.36000000002,0,71,10
2661,2021-08-01,일,13,506,30,32264.06,12.5,403300.75,0,71,10
3364,2021-05-11,화,7,506,30,34942.77,38.0,1327825.2599999998,0,71,10
6198,2021-10-29,금,12,506,20,14898.63,28.0,417161.63999999996,0,71,10
524,2020-02-26,수,20,662,30,41833.91,216.0,9036124.56,1,30,9
1119,2021-09-05,일,9,662,10,42317.94,60.0,2539076.4000000004,1,30,9
1130,2021-04-30,금,3,662,30,37791.84,21.599999999999998,816303.7439999998,1,30,9
2138,2021-03-25,목,1,662,30,29294.66,1.7999999999999998,52730.38799999999,1,30,9
3209,2021-09-26,일,16,662,30,45636.06,225.6,10295495.136,1,30,9
3760,2020-01-15,수,20,662,20,6578.2,46.8,307859.75999999995,1,30,9
4427,2021-06-13,일,3,662,30,25721.87,37.8,972286.6859999999,1,30,9
8093,2021-08-04,수,3,662,10,18047.56,34.8,628055.088,1,30,9
525,2021-04-02,금,19,554,10,19306.02,18.0,347508.36,1,50,9
1786,2021-04-18,일,2,554,30,26340.23,8.4,221257.932,1,50,9
4145,2021-05-22,토,18,554,10,12956.2,114.0,1477006.8,1,50,9
4619,2021-04-20,화,17,554,30,26629.17,73.2,1949255.244,1,50,9
5106,2020-11-25,수,21,554,30,32188.28,34.8,1120152.1439999999,1,50,9
5758,2021-05-04,화,14,554,30,32620.82,109.2,3562193.544,1,50,9
6126,2020-03-27,금,19,554,10,5583.86,39.6,221120.856,1,50,9
6797,2020-04-23,목,4,554,30,49072.54,120.0,5888704.8,1,50,9
7675,2021-10-22,금,15,554,30,16728.76,102.0,1706333.5199999998,1,50,9
7815,2021-11-04,목,1,554,30,17251.57,13.2,227720.724,1,50,9
8813,2021-06-07,월,11,554,10,25069.43,88.8,2226165.384,1,50,9
526,2021-12-16,목,2,47,10,40930.79,15.6,638520.324,1,37,1
2692,2021-04-06,화,24,47,10,44978.91,34.8,1565266.068,1,37,1
3290,2020-06-28,일,13,47,30,16489.97,30.0,494699.10000000003,1,37,1
3496,2020-12-13,일,8,47,20,5582.43,44.4,247859.892,1,37,1
3937,2021-12-08,수,7,47,10,40828.61,79.2,3233625.912,1,37,1
5830,2020-04-15,수,8,47,10,38818.81,232.79999999999998,9037018.967999998,1,37,1
7603,2020-12-21,월,3,47,20,19320.26,55.199999999999996,1066478.3519999997,1,37,1
8208,2020-02-20,목,24,47,20,42732.53,168.0,7179065.04,1,37,1
8907,2021-07-18,일,20,47,20,7214.31,72.0,519430.32,1,37,1
9298,2021-04-17,토,18,47,20,34839.08,3.5999999999999996,125420.688,1,37,1
9613,2021-02-26,금,5,47,30,39147.39,24.0,939537.36,1,37,1
527,2021-10-14,목,4,577,10,37073.12,39.0,1445851.6800000002,0,28,7
563,2021-01-29,금,13,577,10,4668.22,77.0,359452.94,0,28,7
1604,2020-10-12,월,9,577,20,39223.79,55.0,2157308.45,0,28,7
2386,2020-11-22,일,2,577,20,14588.24,13.0,189647.12,0,28,7
2562,2021-03-26,금,15,577,30,11710.66,78.0,913431.48,0,28,7
3874,2020-01-16,목,22,577,20,11730.11,30.0,351903.30000000005,0,28,7
4455,2021-02-23,화,8,577,20,44483.12,6.0,266898.72000000003,0,28,7
5645,2021-05-06,목,19,577,10,32733.68,24.0,785608.3200000001,0,28,7
6604,2021-01-10,일,9,577,30,12378.19,87.0,1076902.53,0,28,7
6824,2020-04-14,화,21,577,10,27220.59,73.0,1987103.07,0,28,7
7043,2021-04-02,금,23,577,20,30188.58,66.0,1992446.28,0,28,7
8740,2021-01-26,화,11,577,10,45617.12,63.0,2873878.56,0,28,7
528,2020-12-12,토,4,803,20,48957.29,40.5,1982770.245,0,63,10
770,2021-06-15,화,11,803,30,2687.57,16.0,43001.12,0,63,10
1380,2021-04-17,토,8,803,20,32545.05,6.0,195270.3,0,63,10
1795,2021-09-13,월,21,803,20,29138.35,32.5,946996.375,0,63,10
1874,2020-12-31,목,21,803,20,8584.98,41.0,351984.18,0,63,10
4036,2021-01-22,금,9,803,10,49711.59,23.5,1168222.365,0,63,10
5379,2020-01-24,금,11,803,20,9729.77,43.0,418380.11000000004,0,63,10
5547,2020-07-04,토,6,803,30,20429.65,3.25,66396.3625,0,63,10
6077,2021-04-14,수,4,803,20,40602.62,49.0,1989528.3800000001,0,63,10
6193,2021-06-14,월,6,803,20,38563.97,15.25,588100.5425,0,63,10
8209,2020-08-15,토,24,803,20,34342.74,13.5,463626.99,0,63,10
8805,2020-04-10,금,10,803,10,24559.77,31.5,773632.755,0,63,10
8954,2021-10-02,토,17,803,20,30621.02,6.5,199036.63,0,63,10
530,2021-12-21,화,11,892,30,48115.01,54.0,2598210.54,0,23,10
658,2020-08-03,월,2,892,20,39309.99,17.0,668269.83,0,23,10
780,2020-11-24,화,24,892,20,45668.17,184.0,8402943.28,0,23,10
951,2020-12-25,금,9,892,30,23638.56,63.0,1489229.28,0,23,10
1235,2020-03-15,일,21,892,10,39646.38,6.0,237878.27999999997,0,23,10
5464,2020-11-28,토,24,892,20,49830.7,29.0,1445090.2999999998,0,23,10
5820,2020-01-22,수,6,892,20,42369.33,33.0,1398187.8900000001,0,23,10
7120,2021-01-24,일,12,892,30,12452.68,59.0,734708.12,0,23,10
7297,2020-07-17,금,9,892,10,34395.92,40.0,1375836.7999999998,0,23,10
7623,2020-06-17,수,20,892,20,10223.49,42.0,429386.58,0,23,10
8071,2020-03-07,토,16,892,20,29749.37,12.0,356992.44,0,23,10
8415,2020-06-26,금,13,892,10,5834.52,77.0,449258.04000000004,0,23,10
9608,2021-04-26,월,11,892,20,29902.45,14.0,418634.3,0,23,10
532,2020-07-02,목,10,973,10,21568.21,109.2,2355248.532,1,22,10
2005,2020-09-18,금,4,973,30,37160.75,6.6,245260.94999999998,1,22,10
2711,2020-02-25,화,17,973,10,32174.26,21.599999999999998,694964.016,1,22,10
4711,2021-12-17,금,8,973,30,38184.21,21.599999999999998,824778.9359999999,1,22,10
5242,2020-04-06,월,19,973,20,22126.24,27.599999999999998,610684.224,1,22,10
6064,2021-02-08,월,24,973,20,13499.18,50.4,680358.672,1,22,10
7020,2020-10-19,월,17,973,30,44209.73,225.6,9973715.088000001,1,22,10
7076,2020-07-28,화,20,973,30,11552.97,84.0,970449.48,1,22,10
534,2021-10-21,목,7,289,20,22865.78,74.0,1692067.72,0,37,5
976,2020-07-29,수,17,289,10,38391.78,172.0,6603386.16,0,37,5
1286,2020-01-27,월,5,289,30,16084.25,4.0,64337.0,0,37,5
3414,2021-08-22,일,4,289,30,42545.44,24.5,1042363.28,0,37,5
5714,2020-09-10,목,4,289,20,31155.9,33.0,1028144.7000000001,0,37,5
7025,2021-04-21,수,18,289,30,21875.77,84.0,1837564.68,0,37,5
7135,2020-07-24,금,11,289,30,39955.33,178.0,7112048.74,0,37,5
7596,2020-03-08,일,15,289,30,27122.13,78.0,2115526.14,0,37,5
7683,2021-09-10,금,11,289,20,49266.51,23.0,1133129.73,0,37,5
7940,2021-03-27,토,15,289,10,33825.96,28.0,947126.88,0,37,5
8712,2020-06-28,일,15,289,30,6331.56,46.0,291251.76,0,37,5
535,2021-10-19,화,12,131,10,1482.06,59.4,88034.364,1,79,7
1551,2020-10-07,수,2,131,10,12972.72,30.0,389181.6,1,79,7
1925,2020-02-07,금,1,131,10,18080.15,29.4,531556.41,1,79,7
4414,2020-02-23,일,1,131,20,11259.17,27.3,307375.341,1,79,7
4696,2021-01-19,화,11,131,10,11685.07,22.8,266419.596,1,79,7
9097,2020-06-20,토,7,131,10,10865.44,21.0,228174.24000000002,1,79,7
9181,2021-10-05,화,11,131,30,41694.47,106.8,4452969.396,1,79,7
536,2021-02-02,화,11,298,30,22758.17,48.0,1092392.16,1,76,9
3558,2020-07-14,화,18,298,10,40524.39,13.799999999999999,559236.5819999999,1,76,9
4861,2020-03-18,수,23,298,30,3674.46,18.0,66140.28,1,76,9
8078,2021-12-09,목,11,298,20,37328.37,21.599999999999998,806292.792,1,76,9
8955,2020-04-02,목,8,298,20,1143.3,47.4,54192.42,1,76,9
9189,2021-01-18,월,13,298,10,48250.41,84.0,4053034.4400000004,1,76,9
537,2021-02-18,목,7,801,20,48296.62,25.5,1231563.81,0,74,9
3654,2021-12-17,금,21,801,20,7064.3,38.5,271975.55,0,74,9
4013,2020-05-29,금,22,801,10,39484.6,6.5,256649.9,0,74,9
6044,2021-08-26,목,13,801,20,18836.9,45.0,847660.5000000001,0,74,9
7407,2020-01-07,화,10,801,30,44861.7,29.5,1323420.15,0,74,9
7647,2020-06-26,금,11,801,30,16046.7,37.5,601751.25,0,74,9
9256,2021-03-22,월,19,801,10,45519.91,4.5,204839.59500000003,0,74,9
538,2020-03-13,금,14,249,10,38144.25,10.0,381442.5,0,56,7
1587,2021-10-13,수,5,249,30,46279.18,15.5,717327.29,0,56,7
2244,2020-12-12,토,11,249,10,22602.21,63.0,1423939.23,0,56,7
3377,2021-06-26,토,18,249,30,1584.28,19.0,30101.32,0,56,7
3708,2021-02-22,월,11,249,30,49399.15,144.0,7113477.600000001,0,56,7
4926,2020-01-21,화,8,249,10,47636.83,192.0,9146271.36,0,56,7
7009,2021-03-31,수,23,249,20,44680.91,5.0,223404.55000000002,0,56,7
8964,2021-09-25,토,9,249,30,13098.66,58.0,759722.28,0,56,7
9671,2020-04-06,월,20,249,20,7180.51,76.0,545718.76,0,56,7
9858,2021-12-09,목,12,249,10,23252.22,27.0,627809.9400000001,0,56,7
539,2021-01-08,금,10,4,10,15007.56,25.0,375189.0,0,63,5
797,2020-03-17,화,9,4,30,7469.88,12.0,89638.56,0,63,5
7077,2021-04-22,목,12,4,10,7369.43,26.5,195289.89500000002,0,63,5
8219,2020-12-01,화,7,4,30,47489.89,74.0,3514251.86,0,63,5
540,2021-01-31,일,22,843,30,41038.08,230.39999999999998,9455173.632,1,34,6
1305,2021-09-15,수,18,843,10,9767.38,84.0,820459.9199999999,1,34,6
2480,2020-05-16,토,6,843,20,13045.92,21.0,273964.32,1,34,6
4339,2020-04-27,월,10,843,20,11578.42,78.0,903116.76,1,34,6
4554,2020-03-30,월,3,843,30,4390.25,30.0,131707.5,1,34,6
6964,2020-01-09,목,6,843,30,28793.31,59.4,1710322.614,1,34,6
7631,2021-07-04,일,13,843,10,44552.13,15.6,695013.2279999999,1,34,6
8015,2021-10-29,금,2,843,30,18701.33,18.599999999999998,347844.738,1,34,6
8491,2021-04-02,금,11,843,10,39402.56,189.6,7470725.375999999,1,34,6
542,2020-05-29,금,4,51,10,22731.44,7.0,159120.08,0,63,7
695,2021-09-16,목,1,51,30,11946.98,6.0,71681.88,0,63,7
